date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:08:25	29863/29863	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Feb%202020%2021:08:25%20GMT	https://www.npmjs.com/policies/conduct	C:/Users/Luken/Desktop/npm%20copia/npm/www.npmjs.com/policies/conduct.html	(from https://www.npmjs.com/)
22:08:26	20/20	---M--	302	error ('Found')	text/plain	date:Mon,%2024%20Feb%202020%2021:08:26%20GMT	https://www.npmjs.com/minicssextractbug.a5806130b76245a22a27.js	C:/Users/Luken/Desktop/npm%20copia/npm/www.npmjs.com/minicssextractbug.a5806130b76245a22a27.js	(from https://www.npmjs.com/)
22:08:27	20063/20063	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2024%20Feb%202020%2021:08:27%20GMT	https://www.npmjs.com/package/minicssextractbug.a5806130b76245a22a27.js	C:/Users/Luken/Desktop/npm%20copia/npm/www.npmjs.com/package/minicssextractbug.a5806130b76245a22a27.js	(from https://www.npmjs.com/)
22:08:27	400202/400202	---MCZ	200	added ('OK')	application/javascript	etag:W/%226d85ec6629e38949b68e524408fd5abe%22	https://static.npmjs.com/commons.5ad9e39f14821d8f2c43.js	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/commons.5ad9e39f14821d8f2c43.js	(from https://www.npmjs.com/)
22:08:27	31994/31994	---MCZ	200	added ('OK')	application/javascript	etag:W/%227ea855542d460da12aa6d135f23ea21e%22	https://static.npmjs.com/minicssextractbug.a5806130b76245a22a27.js	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/minicssextractbug.a5806130b76245a22a27.js	(from https://www.npmjs.com/)
22:08:28	2963/2963	---MCZ	200	added ('OK')	application/javascript	etag:W/%224c1e6c76207367c049af2e55203b79ad%22	https://static.npmjs.com/flatpage/flatpage.af92dcc30fbe240a464b.js	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/flatpage/flatpage.af92dcc30fbe240a464b.js	(from https://www.npmjs.com/)
22:08:28	1073/1073	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c07230a8959706cf638a847c59a2ab2b%22	https://static.npmjs.com/c07230a8959706cf638a847c59a2ab2b.svg	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/c07230a8959706cf638a847c59a2ab2b.svg	(from https://static.npmjs.com/styles.256e02682fe9329974db.css)
22:08:28	1498/1498	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ca1922cf6824a157752008094d1e9627%22	https://static.npmjs.com/ca1922cf6824a157752008094d1e9627.svg	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/ca1922cf6824a157752008094d1e9627.svg	(from https://static.npmjs.com/styles.256e02682fe9329974db.css)
22:08:28	969/969	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2257b6941f444dfaaa86fe6eb2a8241130%22	https://static.npmjs.com/57b6941f444dfaaa86fe6eb2a8241130.svg	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/57b6941f444dfaaa86fe6eb2a8241130.svg	(from https://static.npmjs.com/styles.256e02682fe9329974db.css)
22:08:28	488/488	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2277a1975e9c223b408cb31330b6a965df%22	https://static.npmjs.com/77a1975e9c223b408cb31330b6a965df.svg	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/77a1975e9c223b408cb31330b6a965df.svg	(from https://static.npmjs.com/styles.256e02682fe9329974db.css)
22:08:29	1020/1020	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22bc0fd45a2d3dc8827bc30618ae03cd62%22	https://static.npmjs.com/bc0fd45a2d3dc8827bc30618ae03cd62.svg	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/bc0fd45a2d3dc8827bc30618ae03cd62.svg	(from https://static.npmjs.com/styles.256e02682fe9329974db.css)
22:08:29	131439/131439	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ef003d67b66448a3893b31d95283fe4c%22	https://static.npmjs.com/ef003d67b66448a3893b31d95283fe4c.svg	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/ef003d67b66448a3893b31d95283fe4c.svg	(from https://static.npmjs.com/styles.256e02682fe9329974db.css)
22:08:29	155423/155423	---M--	200	added ('OK')	image/png	etag:%22e66b2252f24534156acc26b148fa736f%22	https://static.npmjs.com/attachments/ck3uwg119mt16dr740oqtw1be-wombat-header-pro.png	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/attachments/ck3uwg119mt16dr740oqtw1be-wombat-header-pro.png	(from https://www.npmjs.com/products)
22:08:30	174626/174626	---M--	200	added ('OK')	image/png	etag:%22621c679acbac12130a697e2842b94205%22	https://static.npmjs.com/attachments/ck3uwg1fkmr9tc97498op7ljg-wombat-header-teams.png	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/attachments/ck3uwg1fkmr9tc97498op7ljg-wombat-header-teams.png	(from https://www.npmjs.com/products)
22:08:30	20/20	---M--	302	error ('Found')	text/plain	date:Mon,%2024%20Feb%202020%2021:08:30%20GMT	https://www.npmjs.com/org/create	C:/Users/Luken/Desktop/npm%20copia/npm/www.npmjs.com/org/create	(from https://www.npmjs.com/products)
22:08:31	16463/16463	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Feb%202020%2021:08:31%20GMT	https://www.npmjs.com/login?next=/org/create	C:/Users/Luken/Desktop/npm%20copia/npm/www.npmjs.com/login673e.html	(from https://www.npmjs.com/products)
22:08:32	765/765	---M--	200	added ('OK')	image/png	etag:%22795dc176de9d70379fe46883f132a4cb%22	https://static.npmjs.com/attachments/ck3uwdp9emssldr745565esyo-checkmark.png	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/attachments/ck3uwdp9emssldr745565esyo-checkmark.png	(from https://www.npmjs.com/products)
22:08:33	20/20	---M--	301	error ('Moved%20Permanently')	text/plain	date:Mon,%2024%20Feb%202020%2021:08:33%20GMT	https://www.npmjs.com/jobs	C:/Users/Luken/Desktop/npm%20copia/npm/www.npmjs.com/jobs	(from https://www.npmjs.com/products)
22:08:33	139209/139209	---M--	200	added ('OK')	image/png	etag:%224661700e975127727c4e62c0ed6ddf3b%22	https://static.npmjs.com/attachments/ck3uxgytmn40dc974chlv59ll-bg-specialbundle.png	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/attachments/ck3uxgytmn40dc974chlv59ll-bg-specialbundle.png	(from https://www.npmjs.com/products)
22:08:33	1220815/1220815	---M--	200	added ('OK')	image/png	etag:%22f9625cae5f1a738bbb3c1077556f5b0a%22	https://static.npmjs.com/attachments/ck3uxepk1n4ybdr74ylkvishm-bg-pricing.png	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/attachments/ck3uxepk1n4ybdr74ylkvishm-bg-pricing.png	(from https://www.npmjs.com/products)
22:08:34	249665/249665	---M--	200	added ('OK')	image/png	etag:%222cf9a35907a3e275330661c54d16bbf4%22	https://static.npmjs.com/attachments/ck3uweg8qmsoz9y74txzjbvsf-gak-left.png	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/attachments/ck3uweg8qmsoz9y74txzjbvsf-gak-left.png	(from https://www.npmjs.com/products/pro)
22:08:35	167415/167415	---M--	200	added ('OK')	image/png	etag:%223d76e2e251bd5ba1438385ff1f9b3a72%22	https://static.npmjs.com/attachments/ck3uwemeymsvndr7415dj4nbf-gak-right.png	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/attachments/ck3uwemeymsvndr7415dj4nbf-gak-right.png	(from https://www.npmjs.com/products/pro)
22:08:36	20744/20744	---M--	200	added ('OK')	image/png	etag:%2264f6ee9c5b92ba02c579f288c7f436f6%22	https://static.npmjs.com/attachments/ck3uwf52nmst29y749vru59k3-icon-pro-wombat-2x.png	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/attachments/ck3uwf52nmst29y749vru59k3-icon-pro-wombat-2x.png	(from https://www.npmjs.com/products/pro)
22:08:37	6733/6733	---M--	200	added ('OK')	image/png	etag:%22277606b134638dd8e724a3dc831c041a%22	https://static.npmjs.com/attachments/ck3uwfr5emsypdr74d9l6s5or-public-packages.png	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/attachments/ck3uwfr5emsypdr74d9l6s5or-public-packages.png	(from https://www.npmjs.com/products/pro)
22:08:37	5509/5509	---M--	200	added ('OK')	image/png	etag:%22e6d7a0ea911808f66427b33c44bbcd8e%22	https://static.npmjs.com/attachments/ck3uwfnm573088874dn0juj5t-private-packages.png	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/attachments/ck3uwfnm573088874dn0juj5t-private-packages.png	(from https://www.npmjs.com/products/pro)
22:08:39	6257/6257	---M--	200	added ('OK')	image/png	etag:%22c31f90946e36bbb8c61815f515d5f2e4%22	https://static.npmjs.com/attachments/ck3uwfhc572zu88746jmlkirv-package-based-permissions.png	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/attachments/ck3uwfhc572zu88746jmlkirv-package-based-permissions.png	(from https://www.npmjs.com/products/pro)
22:08:40	113994/113994	---M--	200	added ('OK')	image/png	etag:%22faff24c82e67c16ef88927ea68fb9e9b%22	https://static.npmjs.com/attachments/ck3uwg04jmswh9y74n3cgcj4k-teams-wombats.full.png	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/attachments/ck3uwg04jmswh9y74n3cgcj4k-teams-wombats.full.png	(from https://www.npmjs.com/products/pro)
22:08:40	20/20	---M--	302	error ('Found')	text/plain	date:Mon,%2024%20Feb%202020%2021:08:40%20GMT	https://www.npmjs.com/settings/~/billing	C:/Users/Luken/Desktop/npm%20copia/npm/www.npmjs.com/settings/_/billing	(from https://www.npmjs.com/products/pro)
22:08:41	16529/16529	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Feb%202020%2021:08:42%20GMT	https://www.npmjs.com/login?next=/settings/~/billing	C:/Users/Luken/Desktop/npm%20copia/npm/www.npmjs.com/loginbb65.html	(from https://www.npmjs.com/products/pro)
22:08:43	262595/262595	---M--	200	added ('OK')	image/png	etag:%227c861bdd46c258a2e5ad9cc6dfa9eecb%22	https://static.npmjs.com/attachments/ck3uwdslwmr4gc9740vqxa800-bg-teams.png	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/attachments/ck3uwdslwmr4gc9740vqxa800-bg-teams.png	(from https://www.npmjs.com/products/pro)
22:08:43	20/20	---M--	301	error ('Moved%20Permanently')	text/plain	date:Mon,%2024%20Feb%202020%2021:08:43%20GMT	https://www.npmjs.com/jobs	C:/Users/Luken/Desktop/npm%20copia/npm/www.npmjs.com/jobs	(from https://www.npmjs.com/products/pro)
22:08:43	571782/571782	---M--	200	added ('OK')	image/png	etag:%22522f5d0b2e5293362a907d0080c9eda9%22	https://static.npmjs.com/attachments/ck3uwdsg8mstodr74z4lcdmy0-bg-pro.png	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/attachments/ck3uwdsg8mstodr74z4lcdmy0-bg-pro.png	(from https://www.npmjs.com/products/pro)
22:08:44	19962/19962	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2024%20Feb%202020%2021:08:44%20GMT	https://www.npmjs.com/products/minicssextractbug.a5806130b76245a22a27.js	C:/Users/Luken/Desktop/npm%20copia/npm/www.npmjs.com/products/minicssextractbug.a5806130b76245a22a27.js	(from https://www.npmjs.com/products/pro)
22:08:45	25005/25005	---M--	200	added ('OK')	image/png	etag:%222a6ed917780f4270fa7c18ac26fbd2ab%22	https://static.npmjs.com/attachments/ck3uwf8dh72zi8874uuwdveqy-icon-teams-wombat-2x.png	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/attachments/ck3uwf8dh72zi8874uuwdveqy-icon-teams-wombat-2x.png	(from https://www.npmjs.com/products/teams)
22:08:45	20/20	---M--	301	error ('Moved%20Permanently')	text/plain	date:Mon,%2024%20Feb%202020%2021:08:45%20GMT	https://www.npmjs.com/jobs	C:/Users/Luken/Desktop/npm%20copia/npm/www.npmjs.com/jobs	(from https://www.npmjs.com/products/teams)
22:08:46	145707/145707	---MCZ	200	added ('OK')	text/css	etag:W/%22dd55e7400063a229772eddf801eb5186%22	https://static.npmjs.com/assets/ck4dakfc400013c74d9ajc8sd/apos-minified/anon-ck4dakfc400013c74d9ajc8sd.css	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/assets/ck4dakfc400013c74d9ajc8sd/apos-minified/anon-ck4dakfc400013c74d9ajc8sd.css	(from https://www.npmjs.com/products/enterprise)
22:08:47	62869/62869	---M--	200	added ('OK')	image/jpeg	etag:%22c6e7a58344ed967c3034d9cb3b68ee13%22	https://static.npmjs.com/attachments/cjy7ggp4m022jfy740fvnjb1z-gak-bg.max.jpg	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/attachments/cjy7ggp4m022jfy740fvnjb1z-gak-bg.max.jpg	(from https://www.npmjs.com/products/enterprise)
22:08:48	149710/149710	---M--	200	added ('OK')	image/png	etag:%2264fcdaa4382da154eb6a8da1c112f608%22	https://static.npmjs.com/attachments/cjy7ggkte002pcw74ipmhpqml-gak1.max.png	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/attachments/cjy7ggkte002pcw74ipmhpqml-gak1.max.png	(from https://www.npmjs.com/products/enterprise)
22:08:48	88752/88752	---M--	200	added ('OK')	image/png	etag:%22d3a7cc34462395833f0a3c6c71e168e7%22	https://static.npmjs.com/attachments/cjy7ggi9p021bfy74v7pz5ccc-gak2.max.png	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/attachments/cjy7ggi9p021bfy74v7pz5ccc-gak2.max.png	(from https://www.npmjs.com/products/enterprise)
22:08:49	101261/101261	---M--	200	added ('OK')	image/png	etag:%22c08269bea866a44c4e1e57d66b1be604%22	https://static.npmjs.com/attachments/cjy7ggkm5024ieh744uv725id-public-private-registry.max.png	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/attachments/cjy7ggkm5024ieh744uv725id-public-private-registry.max.png	(from https://www.npmjs.com/products/enterprise)
22:08:50	105575/105575	---M--	200	added ('OK')	image/png	etag:%22d70aa68d4a8a128e4df90cf3866fc670%22	https://static.npmjs.com/attachments/cjy7gh5p6022sfy74rntj0fze-enterprise-workflow-mobile.max.png	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/attachments/cjy7gh5p6022sfy74rntj0fze-enterprise-workflow-mobile.max.png	(from https://www.npmjs.com/products/enterprise)
22:08:51	111102/111102	---M--	200	added ('OK')	image/png	etag:%22809cad34ff605db6a48f6470118d7882%22	https://static.npmjs.com/attachments/cjy7ggbzd01xbhh74vdsvczs8-enterprise-workflow-desktop.max.png	C:/Users/Luken/Desktop/npm%20copia/npm/static.npmjs.com/attachments/cjy7ggbzd01xbhh74vdsvczs8-enterprise-workflow-desktop.max.png	(from https://www.npmjs.com/products/enterprise)
